,Date,Crime type,County,Amount
602,2003Q4,Environmental offences,Donegal,294
603,2003Q4,Environmental offences,Dublin,3483
604,2003Q4,Environmental offences,Galway,302
605,2003Q4,Environmental offences,Kerry,138
606,2003Q4,Environmental offences,Kildare,294
607,2003Q4,Environmental offences,Kilkenny,59
608,2003Q4,Environmental offences,Laois,81
609,2003Q4,Environmental offences,Leitrim,132
610,2003Q4,Environmental offences,Limerick,565
611,2003Q4,Environmental offences,Longford,63
612,2003Q4,Environmental offences,Louth,268
613,2003Q4,Environmental offences,Mayo,195
614,2003Q4,Environmental offences,Meath,165
615,2003Q4,Environmental offences,Monaghan,98
616,2003Q4,Environmental offences,Offaly,81
617,2003Q4,Environmental offences,Roscommon,63
618,2003Q4,Environmental offences,Sligo,132
619,2003Q4,Environmental offences,Tipperary,204
620,2003Q4,Environmental offences,Waterford,201
621,2003Q4,Environmental offences,Westmeath,153
622,2003Q4,Environmental offences,Wexford,147
623,2003Q4,Environmental offences,Wicklow,267
624,2003Q4,Miscellaneous offences,Carlow,385
625,2003Q4,Miscellaneous offences,Cavan,434
626,2003Q4,Miscellaneous offences,Clare,432
627,2003Q4,Miscellaneous offences,Cork,3250
628,2003Q4,Miscellaneous offences,Donegal,1639
629,2003Q4,Miscellaneous offences,Dublin,10464
630,2003Q4,Miscellaneous offences,Galway,1289
631,2003Q4,Miscellaneous offences,Kerry,1081
632,2003Q4,Miscellaneous offences,Kildare,989
633,2003Q4,Miscellaneous offences,Kilkenny,385
634,2003Q4,Miscellaneous offences,Laois,342
635,2003Q4,Miscellaneous offences,Leitrim,197
636,2003Q4,Miscellaneous offences,Limerick,1052
637,2003Q4,Miscellaneous offences,Longford,266
638,2003Q4,Miscellaneous offences,Louth,725
639,2003Q4,Miscellaneous offences,Mayo,861
640,2003Q4,Miscellaneous offences,Meath,347
641,2003Q4,Miscellaneous offences,Monaghan,434
642,2003Q4,Miscellaneous offences,Offaly,342
643,2003Q4,Miscellaneous offences,Roscommon,266
644,2003Q4,Miscellaneous offences,Sligo,197
645,2003Q4,Miscellaneous offences,Tipperary,893
646,2003Q4,Miscellaneous offences,Waterford,1207
647,2003Q4,Miscellaneous offences,Westmeath,460
648,2003Q4,Miscellaneous offences,Wexford,504
649,2003Q4,Miscellaneous offences,Wicklow,565
650,2003Q4,Theft offences,Carlow,572
651,2003Q4,Theft offences,Cavan,363
652,2003Q4,Theft offences,Clare,658
653,2003Q4,Theft offences,Cork,3666
654,2003Q4,Theft offences,Donegal,970
655,2003Q4,Theft offences,Dublin,24185
656,2003Q4,Theft offences,Galway,1840
657,2003Q4,Theft offences,Kerry,708
658,2003Q4,Theft offences,Kildare,1904
659,2003Q4,Theft offences,Kilkenny,572
660,2003Q4,Theft offences,Laois,506
661,2003Q4,Theft offences,Leitrim,373
662,2003Q4,Theft offences,Limerick,2544
663,2003Q4,Theft offences,Longford,270
664,2003Q4,Theft offences,Louth,1172
665,2003Q4,Theft offences,Mayo,665
666,2003Q4,Theft offences,Meath,1082
667,2003Q4,Theft offences,Monaghan,363
668,2003Q4,Theft offences,Offaly,506
669,2003Q4,Theft offences,Roscommon,270
670,2003Q4,Theft offences,Sligo,373
671,2003Q4,Theft offences,Tipperary,886
672,2003Q4,Theft offences,Waterford,1306
673,2003Q4,Theft offences,Westmeath,882
674,2003Q4,Theft offences,Wexford,998
675,2003Q4,Theft offences,Wicklow,1484
676,2003Q4,Traffic offences,Carlow,55
677,2003Q4,Traffic offences,Cavan,101
678,2003Q4,Traffic offences,Clare,48
679,2003Q4,Traffic offences,Cork,352
680,2003Q4,Traffic offences,Donegal,134
681,2003Q4,Traffic offences,Dublin,749
682,2003Q4,Traffic offences,Galway,162
683,2003Q4,Traffic offences,Kerry,138
684,2003Q4,Traffic offences,Kildare,124
685,2003Q4,Traffic offences,Kilkenny,55
686,2003Q4,Traffic offences,Laois,50
687,2003Q4,Traffic offences,Leitrim,29
688,2003Q4,Traffic offences,Limerick,149
689,2003Q4,Traffic offences,Longford,32
690,2003Q4,Traffic offences,Louth,114
691,2003Q4,Traffic offences,Mayo,100
692,2003Q4,Traffic offences,Meath,105
693,2003Q4,Traffic offences,Monaghan,101
694,2003Q4,Traffic offences,Offaly,50
695,2003Q4,Traffic offences,Roscommon,32
696,2003Q4,Traffic offences,Sligo,29
697,2003Q4,Traffic offences,Tipperary,135
698,2003Q4,Traffic offences,Waterford,118
699,2003Q4,Traffic offences,Westmeath,52
700,2003Q4,Traffic offences,Wexford,99
701,2003Q4,Traffic offences,Wicklow,72
702,2003Q4,Weapon offences,Carlow,22
703,2003Q4,Weapon offences,Cavan,9
704,2003Q4,Weapon offences,Clare,32
705,2003Q4,Weapon offences,Cork,79
706,2003Q4,Weapon offences,Donegal,16
707,2003Q4,Weapon offences,Dublin,418
708,2003Q4,Weapon offences,Galway,35
709,2003Q4,Weapon offences,Kerry,11
710,2003Q4,Weapon offences,Kildare,33
711,2003Q4,Weapon offences,Kilkenny,22
712,2003Q4,Weapon offences,Laois,6
713,2003Q4,Weapon offences,Leitrim,5
714,2003Q4,Weapon offences,Limerick,66
715,2003Q4,Weapon offences,Longford,2
716,2003Q4,Weapon offences,Louth,24
717,2003Q4,Weapon offences,Mayo,10
718,2003Q4,Weapon offences,Meath,12
719,2003Q4,Weapon offences,Monaghan,9
720,2003Q4,Weapon offences,Offaly,6
721,2003Q4,Weapon offences,Roscommon,2
722,2003Q4,Weapon offences,Sligo,5
723,2003Q4,Weapon offences,Tipperary,36
724,2003Q4,Weapon offences,Waterford,28
725,2003Q4,Weapon offences,Westmeath,14
726,2003Q4,Weapon offences,Wexford,14
727,2003Q4,Weapon offences,Wicklow,24
728,2004Q1,Crimes affecting personal safety,Carlow,287
729,2004Q1,Crimes affecting personal safety,Cavan,342
730,2004Q1,Crimes affecting personal safety,Clare,347
731,2004Q1,Crimes affecting personal safety,Cork,2157
732,2004Q1,Crimes affecting personal safety,Donegal,749
733,2004Q1,Crimes affecting personal safety,Dublin,7409
734,2004Q1,Crimes affecting personal safety,Galway,850
735,2004Q1,Crimes affecting personal safety,Kerry,501
736,2004Q1,Crimes affecting personal safety,Kildare,806
737,2004Q1,Crimes affecting personal safety,Kilkenny,287
738,2004Q1,Crimes affecting personal safety,Laois,265
739,2004Q1,Crimes affecting personal safety,Leitrim,219
740,2004Q1,Crimes affecting personal safety,Limerick,1130
741,2004Q1,Crimes affecting personal safety,Longford,193
742,2004Q1,Crimes affecting personal safety,Louth,539
743,2004Q1,Crimes affecting personal safety,Mayo,484
744,2004Q1,Crimes affecting personal safety,Meath,501
745,2004Q1,Crimes affecting personal safety,Monaghan,342
746,2004Q1,Crimes affecting personal safety,Offaly,265
747,2004Q1,Crimes affecting personal safety,Roscommon,193
748,2004Q1,Crimes affecting personal safety,Sligo,219
749,2004Q1,Crimes affecting personal safety,Tipperary,595
750,2004Q1,Crimes affecting personal safety,Waterford,649
751,2004Q1,Crimes affecting personal safety,Westmeath,358
752,2004Q1,Crimes affecting personal safety,Wexford,457
753,2004Q1,Crimes affecting personal safety,Wicklow,483
754,2004Q1,Drug offences,Carlow,128
755,2004Q1,Drug offences,Cavan,39
756,2004Q1,Drug offences,Clare,98
757,2004Q1,Drug offences,Cork,634
758,2004Q1,Drug offences,Donegal,135
759,2004Q1,Drug offences,Dublin,1520
760,2004Q1,Drug offences,Galway,204
761,2004Q1,Drug offences,Kerry,76
762,2004Q1,Drug offences,Kildare,126
763,2004Q1,Drug offences,Kilkenny,128
764,2004Q1,Drug offences,Laois,60
765,2004Q1,Drug offences,Leitrim,34
766,2004Q1,Drug offences,Limerick,318
767,2004Q1,Drug offences,Longford,25
768,2004Q1,Drug offences,Louth,58
769,2004Q1,Drug offences,Mayo,46
770,2004Q1,Drug offences,Meath,59
771,2004Q1,Drug offences,Monaghan,39
772,2004Q1,Drug offences,Offaly,60
773,2004Q1,Drug offences,Roscommon,25
774,2004Q1,Drug offences,Sligo,34
775,2004Q1,Drug offences,Tipperary,170
776,2004Q1,Drug offences,Waterford,236
777,2004Q1,Drug offences,Westmeath,38
778,2004Q1,Drug offences,Wexford,94
779,2004Q1,Drug offences,Wicklow,99
780,2004Q1,Environmental offences,Carlow,84
781,2004Q1,Environmental offences,Cavan,85
782,2004Q1,Environmental offences,Clare,158
783,2004Q1,Environmental offences,Cork,980
784,2004Q1,Environmental offences,Donegal,303
785,2004Q1,Environmental offences,Dublin,4404
786,2004Q1,Environmental offences,Galway,291
787,2004Q1,Environmental offences,Kerry,151
788,2004Q1,Environmental offences,Kildare,361
789,2004Q1,Environmental offences,Kilkenny,84
790,2004Q1,Environmental offences,Laois,75
791,2004Q1,Environmental offences,Leitrim,96
792,2004Q1,Environmental offences,Limerick,574
793,2004Q1,Environmental offences,Longford,62
794,2004Q1,Environmental offences,Louth,274
795,2004Q1,Environmental offences,Mayo,169
796,2004Q1,Environmental offences,Meath,212
797,2004Q1,Environmental offences,Monaghan,85
798,2004Q1,Environmental offences,Offaly,75
799,2004Q1,Environmental offences,Roscommon,62
800,2004Q1,Environmental offences,Sligo,96
801,2004Q1,Environmental offences,Tipperary,225
802,2004Q1,Environmental offences,Waterford,272
803,2004Q1,Environmental offences,Westmeath,151
804,2004Q1,Environmental offences,Wexford,231
805,2004Q1,Environmental offences,Wicklow,233
806,2004Q1,Miscellaneous offences,Carlow,427
807,2004Q1,Miscellaneous offences,Cavan,384
808,2004Q1,Miscellaneous offences,Clare,360
809,2004Q1,Miscellaneous offences,Cork,2880
810,2004Q1,Miscellaneous offences,Donegal,828
811,2004Q1,Miscellaneous offences,Dublin,10031
812,2004Q1,Miscellaneous offences,Galway,977
813,2004Q1,Miscellaneous offences,Kerry,885
814,2004Q1,Miscellaneous offences,Kildare,897
815,2004Q1,Miscellaneous offences,Kilkenny,427
816,2004Q1,Miscellaneous offences,Laois,286
817,2004Q1,Miscellaneous offences,Leitrim,171
818,2004Q1,Miscellaneous offences,Limerick,1101
819,2004Q1,Miscellaneous offences,Longford,214
820,2004Q1,Miscellaneous offences,Louth,635
821,2004Q1,Miscellaneous offences,Mayo,521
822,2004Q1,Miscellaneous offences,Meath,335
823,2004Q1,Miscellaneous offences,Monaghan,384
824,2004Q1,Miscellaneous offences,Offaly,286
825,2004Q1,Miscellaneous offences,Roscommon,214
826,2004Q1,Miscellaneous offences,Sligo,171
827,2004Q1,Miscellaneous offences,Tipperary,670
828,2004Q1,Miscellaneous offences,Waterford,1135
829,2004Q1,Miscellaneous offences,Westmeath,462
830,2004Q1,Miscellaneous offences,Wexford,534
831,2004Q1,Miscellaneous offences,Wicklow,566
832,2004Q1,Theft offences,Carlow,661
833,2004Q1,Theft offences,Cavan,359
834,2004Q1,Theft offences,Clare,768
835,2004Q1,Theft offences,Cork,4199
836,2004Q1,Theft offences,Donegal,846
837,2004Q1,Theft offences,Dublin,25853
838,2004Q1,Theft offences,Galway,1774
839,2004Q1,Theft offences,Kerry,696
840,2004Q1,Theft offences,Kildare,1924
841,2004Q1,Theft offences,Kilkenny,661
842,2004Q1,Theft offences,Laois,622
843,2004Q1,Theft offences,Leitrim,326
844,2004Q1,Theft offences,Limerick,2401
845,2004Q1,Theft offences,Longford,375
846,2004Q1,Theft offences,Louth,1312
847,2004Q1,Theft offences,Mayo,636
848,2004Q1,Theft offences,Meath,1226
849,2004Q1,Theft offences,Monaghan,359
850,2004Q1,Theft offences,Offaly,622
851,2004Q1,Theft offences,Roscommon,375
852,2004Q1,Theft offences,Sligo,326
853,2004Q1,Theft offences,Tipperary,1080
854,2004Q1,Theft offences,Waterford,1614
855,2004Q1,Theft offences,Westmeath,962
856,2004Q1,Theft offences,Wexford,1164
857,2004Q1,Theft offences,Wicklow,1688
858,2004Q1,Traffic offences,Carlow,40
859,2004Q1,Traffic offences,Cavan,90
860,2004Q1,Traffic offences,Clare,44
861,2004Q1,Traffic offences,Cork,287
862,2004Q1,Traffic offences,Donegal,96
863,2004Q1,Traffic offences,Dublin,683
864,2004Q1,Traffic offences,Galway,154
865,2004Q1,Traffic offences,Kerry,119
866,2004Q1,Traffic offences,Kildare,130
867,2004Q1,Traffic offences,Kilkenny,40
868,2004Q1,Traffic offences,Laois,36
869,2004Q1,Traffic offences,Leitrim,25
870,2004Q1,Traffic offences,Limerick,130
871,2004Q1,Traffic offences,Longford,32
872,2004Q1,Traffic offences,Louth,93
873,2004Q1,Traffic offences,Mayo,80
874,2004Q1,Traffic offences,Meath,97
875,2004Q1,Traffic offences,Monaghan,90
876,2004Q1,Traffic offences,Offaly,36
877,2004Q1,Traffic offences,Roscommon,32
878,2004Q1,Traffic offences,Sligo,25
879,2004Q1,Traffic offences,Tipperary,93
880,2004Q1,Traffic offences,Waterford,105
881,2004Q1,Traffic offences,Westmeath,51
882,2004Q1,Traffic offences,Wexford,88
883,2004Q1,Traffic offences,Wicklow,71
884,2004Q1,Weapon offences,Carlow,14
885,2004Q1,Weapon offences,Cavan,4
886,2004Q1,Weapon offences,Clare,16
887,2004Q1,Weapon offences,Cork,97
888,2004Q1,Weapon offences,Donegal,20
889,2004Q1,Weapon offences,Dublin,484
890,2004Q1,Weapon offences,Galway,33
891,2004Q1,Weapon offences,Kerry,16
892,2004Q1,Weapon offences,Kildare,14
893,2004Q1,Weapon offences,Kilkenny,14
894,2004Q1,Weapon offences,Laois,39
895,2004Q1,Weapon offences,Leitrim,10
896,2004Q1,Weapon offences,Limerick,170
897,2004Q1,Weapon offences,Longford,3
898,2004Q1,Weapon offences,Louth,19
899,2004Q1,Weapon offences,Mayo,15
900,2004Q1,Weapon offences,Meath,28
901,2004Q1,Weapon offences,Monaghan,4
902,2004Q1,Weapon offences,Offaly,39
903,2004Q1,Weapon offences,Roscommon,3
904,2004Q1,Weapon offences,Sligo,10
905,2004Q1,Weapon offences,Tipperary,31
906,2004Q1,Weapon offences,Waterford,36
907,2004Q1,Weapon offences,Westmeath,13
908,2004Q1,Weapon offences,Wexford,22
909,2004Q1,Weapon offences,Wicklow,28
910,2004Q2,Crimes affecting personal safety,Carlow,216
911,2004Q2,Crimes affecting personal safety,Cavan,354
912,2004Q2,Crimes affecting personal safety,Clare,379
913,2004Q2,Crimes affecting personal safety,Cork,2059
914,2004Q2,Crimes affecting personal safety,Donegal,880
915,2004Q2,Crimes affecting personal safety,Dublin,6740
916,2004Q2,Crimes affecting personal safety,Galway,741
917,2004Q2,Crimes affecting personal safety,Kerry,522
918,2004Q2,Crimes affecting personal safety,Kildare,716
919,2004Q2,Crimes affecting personal safety,Kilkenny,216
920,2004Q2,Crimes affecting personal safety,Laois,222
921,2004Q2,Crimes affecting personal safety,Leitrim,199
922,2004Q2,Crimes affecting personal safety,Limerick,920
923,2004Q2,Crimes affecting personal safety,Longford,163
924,2004Q2,Crimes affecting personal safety,Louth,577
925,2004Q2,Crimes affecting personal safety,Mayo,498
926,2004Q2,Crimes affecting personal safety,Meath,445
927,2004Q2,Crimes affecting personal safety,Monaghan,354
928,2004Q2,Crimes affecting personal safety,Offaly,222
929,2004Q2,Crimes affecting personal safety,Roscommon,163
930,2004Q2,Crimes affecting personal safety,Sligo,199
931,2004Q2,Crimes affecting personal safety,Tipperary,506
932,2004Q2,Crimes affecting personal safety,Waterford,499
933,2004Q2,Crimes affecting personal safety,Westmeath,366
934,2004Q2,Crimes affecting personal safety,Wexford,497
935,2004Q2,Crimes affecting personal safety,Wicklow,552
936,2004Q2,Drug offences,Carlow,121
937,2004Q2,Drug offences,Cavan,27
938,2004Q2,Drug offences,Clare,80
939,2004Q2,Drug offences,Cork,756
940,2004Q2,Drug offences,Donegal,104
941,2004Q2,Drug offences,Dublin,1714
942,2004Q2,Drug offences,Galway,286
943,2004Q2,Drug offences,Kerry,85
944,2004Q2,Drug offences,Kildare,162
945,2004Q2,Drug offences,Kilkenny,121
946,2004Q2,Drug offences,Laois,57
947,2004Q2,Drug offences,Leitrim,31
948,2004Q2,Drug offences,Limerick,360
949,2004Q2,Drug offences,Longford,37
950,2004Q2,Drug offences,Louth,60
951,2004Q2,Drug offences,Mayo,42
952,2004Q2,Drug offences,Meath,98
953,2004Q2,Drug offences,Monaghan,27
954,2004Q2,Drug offences,Offaly,57
955,2004Q2,Drug offences,Roscommon,37
956,2004Q2,Drug offences,Sligo,31
957,2004Q2,Drug offences,Tipperary,160
958,2004Q2,Drug offences,Waterford,362
959,2004Q2,Drug offences,Westmeath,36
960,2004Q2,Drug offences,Wexford,100
961,2004Q2,Drug offences,Wicklow,120
962,2004Q2,Environmental offences,Carlow,70
963,2004Q2,Environmental offences,Cavan,87
964,2004Q2,Environmental offences,Clare,170
965,2004Q2,Environmental offences,Cork,930
966,2004Q2,Environmental offences,Donegal,273
967,2004Q2,Environmental offences,Dublin,3930
968,2004Q2,Environmental offences,Galway,250
969,2004Q2,Environmental offences,Kerry,172
970,2004Q2,Environmental offences,Kildare,262
971,2004Q2,Environmental offences,Kilkenny,70
972,2004Q2,Environmental offences,Laois,75
973,2004Q2,Environmental offences,Leitrim,95
974,2004Q2,Environmental offences,Limerick,482
975,2004Q2,Environmental offences,Longford,62
976,2004Q2,Environmental offences,Louth,284
977,2004Q2,Environmental offences,Mayo,152
978,2004Q2,Environmental offences,Meath,179
979,2004Q2,Environmental offences,Monaghan,87
980,2004Q2,Environmental offences,Offaly,75
981,2004Q2,Environmental offences,Roscommon,62
982,2004Q2,Environmental offences,Sligo,95
983,2004Q2,Environmental offences,Tipperary,187
984,2004Q2,Environmental offences,Waterford,194
985,2004Q2,Environmental offences,Westmeath,175
986,2004Q2,Environmental offences,Wexford,155
987,2004Q2,Environmental offences,Wicklow,319
988,2004Q2,Miscellaneous offences,Carlow,413
989,2004Q2,Miscellaneous offences,Cavan,428
990,2004Q2,Miscellaneous offences,Clare,396
991,2004Q2,Miscellaneous offences,Cork,2843
992,2004Q2,Miscellaneous offences,Donegal,1146
993,2004Q2,Miscellaneous offences,Dublin,9911
994,2004Q2,Miscellaneous offences,Galway,970
995,2004Q2,Miscellaneous offences,Kerry,924
996,2004Q2,Miscellaneous offences,Kildare,931
997,2004Q2,Miscellaneous offences,Kilkenny,413
998,2004Q2,Miscellaneous offences,Laois,287
999,2004Q2,Miscellaneous offences,Leitrim,193
1000,2004Q2,Miscellaneous offences,Limerick,971
1001,2004Q2,Miscellaneous offences,Longford,156
1002,2004Q2,Miscellaneous offences,Louth,587
1003,2004Q2,Miscellaneous offences,Mayo,542
1004,2004Q2,Miscellaneous offences,Meath,391
1005,2004Q2,Miscellaneous offences,Monaghan,428
1006,2004Q2,Miscellaneous offences,Offaly,287
1007,2004Q2,Miscellaneous offences,Roscommon,156
1008,2004Q2,Miscellaneous offences,Sligo,193
1009,2004Q2,Miscellaneous offences,Tipperary,839
1010,2004Q2,Miscellaneous offences,Waterford,1065
1011,2004Q2,Miscellaneous offences,Westmeath,620
1012,2004Q2,Miscellaneous offences,Wexford,487
1013,2004Q2,Miscellaneous offences,Wicklow,514
1014,2004Q2,Theft offences,Carlow,520
1015,2004Q2,Theft offences,Cavan,382
1016,2004Q2,Theft offences,Clare,551
1017,2004Q2,Theft offences,Cork,4186
1018,2004Q2,Theft offences,Donegal,828
1019,2004Q2,Theft offences,Dublin,24842
1020,2004Q2,Theft offences,Galway,1506
1021,2004Q2,Theft offences,Kerry,760
1022,2004Q2,Theft offences,Kildare,1615
1023,2004Q2,Theft offences,Kilkenny,520
1024,2004Q2,Theft offences,Laois,519
1025,2004Q2,Theft offences,Leitrim,287
1026,2004Q2,Theft offences,Limerick,2016
1027,2004Q2,Theft offences,Longford,300
1028,2004Q2,Theft offences,Louth,1268
1029,2004Q2,Theft offences,Mayo,502
1030,2004Q2,Theft offences,Meath,1205
1031,2004Q2,Theft offences,Monaghan,382
1032,2004Q2,Theft offences,Offaly,519
